Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2
03/16/2017,54,PM2.5,SPRINGFIELD PUMP STATION,17-031-0057,AQS,5,45,36,27,54,49
03/17/2017,65,PM2.5,SPRINGFIELD PUMP STATION,17-031-0057,AQS,5,31,16,26,65,39
03/18/2017,42,PM2.5,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,18-089-0022,AQS,3,28,23,16,42,32
03/19/2017,54,NO2,COM ED MAINTENANCE BLDG,17-031-0076,AQS,3,37,7,16,48,54
03/20/2017,63,PM2.5,PERSHING SCHOOL,17-197-1002,AQS,6,36,4,23,63,29
03/21/2017,43,Ozone,NORTHBROOK WATER PLANT,17-031-4201,AQS,6,43,4,35,37,42
03/22/2017,44,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,6,44,16,20,34,36
03/23/2017,56,PM2.5,IEPA TRAILER,17-031-3103,AQS,5,38,4,32,56,38
03/24/2017,54,PM2.5,VILLAGE GARAGE,17-031-0001,AQS,3,49,1,29,54,26
03/25/2017,55,PM2.5,VILLAGE GARAGE,17-031-0001,AQS,7,31,1,17,55,26
03/26/2017,53,PM2.5,VILLAGE GARAGE,17-031-0001,AQS,3,32,1,17,53,27
03/27/2017,48,PM2.5,SPRINGFIELD PUMP STATION,17-031-0057,AQS,7,31,3,22,48,27
03/28/2017,35,Ozone,NORTHBROOK WATER PLANT,17-031-4201,AQS,7,35,1,13,33,24
03/29/2017,43,SO2,ArcelorMittal-Burns Harbor Site 1,18-127-0028,AQS,6,39,43,20,38,36
03/30/2017,45,PM2.5,VILLAGE GARAGE,17-031-0001,AQS,6,36,13,14,45,24
03/31/2017,45,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,10,45,0,11,31,20
04-01-2017,46,Ozone,LARSEN JUNIOR HIGH,17-089-0005,AQS,3,46,11,24,36,45
04-02-2017,51,PM2.5,SPRINGFIELD PUMP STATION,17-031-0057,AQS,7,43,6,22,51,47
04-03-2017,55,PM2.5,VILLAGE GARAGE,17-031-0001,AQS,3,37,13,29,55,39
04-04-2017,46,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,5,46,9,16,38,44
04-05-2017,45,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,5,45,4,12,38,40
04-06-2017,41,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,2,41,1,16,20,26
04-07-2017,48,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,3,48,6,31,23,43
04-08-2017,51,Ozone,NORTHBROOK WATER PLANT,17-031-4201,AQS,5,51,3,20,32,41
04-09-2017,67,Ozone,NORTHBROOK WATER PLANT,17-031-4201,AQS,2,67,3,33,50,14
04-10-2017,48,Ozone,CHIWAUKEE PRAIRIE STATELINE,55-059-0019,AQS,2,48,3,26,44,33
04-11-2017,31,PM2.5,VILLAGE GARAGE,17-031-0001,AQS,2,28,10,16,31,24
04-12-2017,43,Ozone,NORTHBROOK WATER PLANT,17-031-4201,AQS,3,43,6,30,40,32
04/13/2017,52,PM2.5,SPRINGFIELD PUMP STATION,17-031-0057,AQS,2,41,10,24,52,32
04/14/2017,49,PM2.5,VILLAGE GARAGE,17-031-0001,AQS,3,47,10,28,49,40
04/15/2017,67,Ozone,NORTHBROOK WATER PLANT,17-031-4201,AQS,3,67,1,30,53,22
04/16/2017,49,Ozone,NORTHBROOK WATER PLANT,17-031-4201,AQS,2,49,17,14,39,33
04/17/2017,52,PM10,Portage- Hwy 12,18-127-0023,AQS,3,48,21,52,31,48
04/18/2017,67,Ozone,NORTHBROOK WATER PLANT,17-031-4201,AQS,3,67,43,51,38,38
04/19/2017,44,PM2.5,Gary- Madison St./ Gary Water/ IN American Water Co.,18-089-0031,AQS,2,36,24,25,44,30
04/20/2017,45,PM2.5,VILLAGE GARAGE,17-031-0001,AQS,0,34,41,31,45,36
04/21/2017,44,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,2,44,16,34,26,26
04/22/2017,51,NO2,COM ED MAINTENANCE BLDG,17-031-0076,AQS,2,44,23,25,39,51
04/23/2017,69,NO2,CTA BUILDING,17-031-0063,AQS,5,64,17,29,57,69
04/24/2017,84,Ozone,NORTHBROOK WATER PLANT,17-031-4201,AQS,2,84,36,64,45,53
04/25/2017,74,Ozone,NORTHBROOK WATER PLANT,17-031-4201,AQS,3,74,20,48,54,31
04/26/2017,61,Ozone,VALPARAISO,18-127-0026,AQS,2,61,6,59,53,37
04/27/2017,39,Ozone,WATER PLANT,17-031-7002,AQS,2,39,7,12,31,31
04/28/2017,58,PM2.5,SPRINGFIELD PUMP STATION,17-031-0057,AQS,2,42,4,36,58,38
04/29/2017,47,Ozone,NORTHBROOK WATER PLANT,17-031-4201,AQS,2,47,1,18,29,11
04/30/2017,44,Ozone,NORTHBROOK WATER PLANT,17-031-4201,AQS,2,44,3,9,40,22
05-01-2017,40,Ozone,LARSEN JUNIOR HIGH,17-089-0005,AQS,2,40,3,9,38,38
05-02-2017,46,SO2,NIPSCO Dunes Acres,18-127-0011,AQS,3,40,46,9,23,37
05-03-2017,45,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,7,45,26,19,30,39
05-04-2017,53,PM2.5,Gary- Madison St./ Gary Water/ IN American Water Co.,18-089-0031,AQS,11,50,7,14,53,25
05-05-2017,45,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,10,45,3,25,30,25
05-06-2017,48,PM10,Portage- Hwy 12,18-127-0023,AQS,5,45,13,48,25,29
05-07-2017,51,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,5,51,24,16,25,46
05-08-2017,46,SO2,HAMMOND CAAP- Hammond- 141st St.,18-089-2008,AQS,6,46,46,38,25,38
05-09-2017,46,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,6,46,7,19,43,43
05-10-2017,71,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,9,71,11,51,63,45
05-11-2017,90,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,11,90,4,17,52,33
05-12-2017,80,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,14,80,16,31,54,43
05/13/2017,80,Ozone,COOK COUNTY TRAILER,17-031-4002,AQS,8,80,17,41,65,39
05/14/2017,52,PM2.5,VILLAGE GARAGE,17-031-0001,AQS,15,48,20,27,52,31
05/15/2017,77,Ozone,VILLAGE GARAGE,17-031-0001,AQS,7,77,11,39,53,42
05/16/2017,112,Ozone,CHIWAUKEE PRAIRIE STATELINE,55-059-0019,AQS,3,112,4,77,61,31
05/17/2017,96,PM10,VILLAGE HALL,17-031-1016,AQS,3,77,4,96,65,19
05/18/2017,71,Ozone,VILLAGE GARAGE,17-031-0001,AQS,3,71,17,36,45,24
05/19/2017,51,PM2.5,Gary- Madison St./ Gary Water/ IN American Water Co.,18-089-0031,AQS,8,40,6,38,51,14
05/20/2017,49,PM2.5,COM ED MAINTENANCE BLDG,17-031-0076,AQS,5,37,6,20,49,25
05/21/2017,39,Ozone,VILLAGE GARAGE,17-031-0001,AQS,5,39,27,9,37,24
05/22/2017,93,Ozone,VILLAGE GARAGE,17-031-0001,AQS,3,93,3,19,28,20
05/23/2017,48,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,6,48,6,22,38,38
05/24/2017,48,Ozone,CARY GROVE HS,17-111-0001,AQS,23,48,4,18,47,23
05/25/2017,51,Ozone,COOK COUNTY TRAILER,17-031-4002,AQS,3,51,4,21,46,42
05/26/2017,57,PM2.5,LIBERTY SCHOOL,17-031-6005,AQS,7,48,7,39,57,42
05/27/2017,90,Ozone,MORTON ARBORETUM,17-043-6001,AQS,14,90,31,26,49,35
05/28/2017,61,PM2.5,CARY GROVE HS,17-111-0001,AQS,7,58,7,26,61,36
05/29/2017,54,Ozone,COOK COUNTY TRAILER,17-031-4002,AQS,5,54,24,24,40,28
05/30/2017,44,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,3,44,30,29,31,33
05/31/2017,46,Ozone,VILLAGE GARAGE,17-031-0001,AQS,3,46,7,32,32,38
06-01-2017,71,Ozone,MORTON ARBORETUM,17-043-6001,AQS,11,71,47,41,40,45
06-02-2017,147,Ozone,CHIWAUKEE PRAIRIE STATELINE,55-059-0019,AQS,5,147,7,55,56,54
06-03-2017,143,Ozone,LARSEN JUNIOR HIGH,17-089-0005,AQS,8,143,19,63,68,58
06-04-2017,108,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,8,108,17,31,58,27
06-05-2017,67,Ozone,COM ED TRAINING CENTER,17-197-1011,AQS,6,67,13,52,56,41
06-06-2017,41,Ozone,COM ED TRAINING CENTER,17-197-1011,AQS,9,41,1,33,36,18
06-07-2017,42,PM10,Portage- Hwy 12,18-127-0023,AQS,7,41,23,42,37,33
06-08-2017,87,Ozone,COM ED MAINTENANCE BLDG,17-031-0076,AQS,6,87,13,58,62,52
06-09-2017,136,Ozone,VALPARAISO,18-127-0026,AQS,6,136,14,44,55,28
06-10-2017,105,Ozone,VILLAGE GARAGE,17-031-0001,AQS,5,105,3,56,62,37
06-11-2017,100,Ozone,CHIWAUKEE PRAIRIE STATELINE,55-059-0019,AQS,3,100,3,25,58,10
06-12-2017,105,Ozone,CHIWAUKEE PRAIRIE STATELINE,55-059-0019,AQS,3,105,7,33,60,31
06/13/2017,126,Ozone,VILLAGE GARAGE,17-031-0001,AQS,10,126,10,46,62,36
06/14/2017,64,Ozone,KENOSHA - WATER TOWER,55-059-0025,AQS,3,64,6,20,61,28
06/15/2017,150,Ozone,WATER PLANT,17-031-7002,AQS,5,150,26,19,52,52
06/16/2017,97,Ozone,CHIWAUKEE PRAIRIE STATELINE,55-059-0019,AQS,5,97,37,16,34,23
06/17/2017,67,Ozone,VILLAGE GARAGE,17-031-0001,AQS,3,67,13,16,52,25
06/18/2017,45,Ozone,VALPARAISO,18-127-0026,AQS,3,45,39,10,38,25
06/19/2017,44,Ozone,COM ED TRAINING CENTER,17-197-1011,AQS,2,44,24,27,30,28
06/20/2017,48,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,3,48,20,19,34,26
06/21/2017,90,Ozone,LARSEN JUNIOR HIGH,17-089-0005,AQS,5,90,7,34,52,35
06/22/2017,55,PM2.5,COM ED MAINTENANCE BLDG,17-031-0076,AQS,3,54,3,51,55,38
06/23/2017,64,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,5,64,16,25,34,28
